time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
162200,2025-03-04 13:47:10,51.2584244202986,-0.0464102782887691,35.104988,,,559.81626332094,44.29134,0.223694,129.827103892,397.41471088,24,5,11.909,562.11285132094,37.401576,11.1847,129.827103892,0,-0.223694,0,262.2, 1.5, -5.1,0,0,1032,1024,1024,1024,1,0,0,0,273,-90,0,90,3.965,3.973,3.961,0,0,0,7.145,82.58,559.81626332094,35.104988,6,P-GPS,
162300,2025-03-04 13:47:10,51.2584243859459,-0.0464105239820665,35.104988,,,559.81626332094,44.29134,0.223694,129.880909668,397.473766,24,5,11.909,562.11285132094,37.401576,11.1847,129.880909668,0,-0.223694,0,262.1, 0.9, -5,0,0,1032,1024,1024,1024,1,0,0,0,273,-90,0,90,3.965,3.973,3.961,0,0,0,7.145,82.58,559.81626332094,35.104988,6,P-GPS,
162400,2025-03-04 13:47:10,51.2584244982735,-0.046410665528111,35.104988,,,559.81626332094,44.29134,0.223694,129.884846676,397.52625944,24,5,11.909,562.11285132094,37.401576,11.1847,129.884846676,0,-0.223694,0,262.2, 0.5, -5.3,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.965,3.973,3.961,0,0,0,7.145,82.58,559.81626332094,35.104988,6,P-GPS,
162500,2025-03-04 13:47:11,51.2584244757257,-0.0464108038982742,35.104988,,,559.81626332094,43.963256,0,129.915686572,397.55906784,24,5,11.909,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.2, 0.1, -5.1,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.965,3.973,3.961,0,0,0,7.145,82.58,559.81626332094,35.104988,6,P-GPS,
162600,2025-03-04 13:47:11,51.2584245140278,-0.0464107073621752,35.104988,,,559.81626332094,43.963256,0,129.889767936,397.58531456,24,5,11.909,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.3, 0, -4.8,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.965,3.973,3.961,0,0,0,7.145,82.58,559.81626332094,35.104988,6,P-GPS,
162700,2025-03-04 13:47:11,51.2584244893298,-0.046410769894315,35.104988,,,559.81626332094,43.963256,0,129.90650022,397.60171876,24,5,11.909,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.3, -0.3, -4.8,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.965,3.973,3.961,0,0,0,7.145,82.58,559.81626332094,35.104988,6,P-GPS,
162800,2025-03-04 13:47:11,51.2584245096159,-0.0464107249937994,35.104988,,,559.81626332094,43.963256,0,129.894033028,397.61484212,24,5,11.909,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.3, -0.5, -4.8,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.965,3.973,3.961,0,0,0,7.145,82.58,559.81626332094,35.104988,6,P-GPS,
162900,2025-03-04 13:47:11,51.2584244851577,-0.0464107487582014,35.104988,,,559.81626332094,43.963256,0,129.903547464,397.62468464,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.3, -0.5, -4.8,1,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163000,2025-03-04 13:47:11,51.2584246588064,-0.0464105118806867,35.104988,,,559.81626332094,43.635172,0,129.823166884,397.70670564,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.4, -0.8, -4.6,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163100,2025-03-04 13:47:11,51.2584246468301,-0.0464105187252813,35.104988,,,559.81626332094,43.635172,0,129.827103892,397.71326732,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.4, -0.9, -4.7,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163200,2025-03-04 13:47:11,51.2584246454765,-0.046410182847651,35.104988,,,559.81626332094,43.635172,0,129.763455596,397.78872664,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.4, -0.2, -4.7,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163300,2025-03-04 13:47:11,51.258424626818,-0.0464101739770536,35.104988,,,559.81626332094,43.635172,0,129.7654241,397.79528832,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.4, -0.1, -4.4,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163400,2025-03-04 13:47:11,51.2584246318468,-0.0464097818642766,35.104988,,,559.81626332094,43.635172,0,129.68996478,397.883871,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.4, -0.4, -4.2,0,0,1024,1024,1024,1024,0,0,0,0,273,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163500,2025-03-04 13:47:12,51.2584246220035,-0.0464097332950851,35.104988,,,559.81626332094,43.307088,0,129.682746932,397.89699436,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,262.6, -0.6, -3.9,0,0,1024,1024,1024,1404,0,0,0,58,273,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163600,2025-03-04 13:47:12,51.2584246580954,-0.0464095423037169,35.104988,,,559.81626332094,43.307088,0,129.63911176,397.94292612,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,263.3, -0.5, -4.4,0,0,1024,1024,1024,1613,0,0,0,89,273.4,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163700,2025-03-04 13:47:12,51.258424655671,-0.0464095417561757,35.104988,,,559.81626332094,43.307088,0,129.639439844,397.94292612,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,265, 0.7, -4.4,0,0,1024,1024,1024,1428,0,0,0,61,275.5,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163800,2025-03-04 13:47:12,51.258424681971,-0.0464094454391339,35.104988,,,559.81626332094,43.307088,0,129.615817796,397.965892,24,5,11.896,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,266.7, 1.3, -4.2,0,0,1024,1024,1024,1609,0,0,0,89,278.8,-90,0,90,3.964,3.971,3.962,0,0,0,7.198,82.58,559.81626332094,35.104988,6,P-GPS,
163900,2025-03-04 13:47:12,51.2584246821081,-0.0464094522289608,35.104988,,,559.81626332094,43.307088,0,129.617130132,397.96917284,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,269.8, 1.9, -4,1,0,1024,1024,1024,1603,0,0,0,88,281.9,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164000,2025-03-04 13:47:12,51.2584246737726,-0.0464094353638734,35.104988,,,559.81626332094,43.307088,0,129.615817796,397.97245368,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,273.5, 1.8, -3.8,0,0,1024,1024,1024,1618,0,0,0,90,285.7,-89.9,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164100,2025-03-04 13:47:12,51.2584246845496,-0.0464093973079547,35.104988,,,559.81626332094,43.307088,0,129.60630336,397.9822962,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,277.6, 1.7, -4.1,0,0,1024,1024,1024,1603,0,0,0,88,290.1,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164200,2025-03-04 13:47:12,51.2584248121347,-0.0464094972389437,35.104988,,,559.81626332094,43.307088,0,129.599413596,398.03478964,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,282, 1.9, -3.8,0,0,1024,1024,1024,1603,0,0,0,88,294.8,-89.9,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164300,2025-03-04 13:47:12,51.2584248361131,-0.0464094680536255,35.104988,,,559.81626332094,43.307088,0,129.588914908,398.04463216,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,286.7, 2.1, -3.6,0,0,1024,1024,1024,1597,0,0,0,87,299.6,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164400,2025-03-04 13:47:12,51.2584247453224,-0.0464096054382095,35.104988,,,559.81626332094,43.307088,0,129.633534332,398.09056392,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,291.4, 2.7, -3.4,0,0,1024,1024,1024,1592,0,0,0,86,304.2,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164500,2025-03-04 13:47:13,51.2584247691552,-0.0464096021528055,35.104988,,,559.81626332094,43.307088,0,129.627956904,398.10040644,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,296.1, 3.3, -3.2,0,0,1024,1024,1024,1591,0,0,0,86,308.7,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164600,2025-03-04 13:47:13,51.258424795181,-0.0464095912562131,35.104988,,,559.81626332094,43.307088,0,129.620739056,398.11024896,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,300.6, 3.5, -3.2,0,0,1024,1024,1024,1591,0,0,0,86,313.2,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164700,2025-03-04 13:47:13,51.258424845845,-0.0464096494078274,35.104988,,,559.81626332094,43.307088,0,129.621395224,398.13321484,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,305.2, 3.7, -2.9,0,0,1024,1024,1024,1569,0,0,0,83,317.6,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164800,2025-03-04 13:47:13,51.2584248852436,-0.0464098299954363,35.104988,,,559.81626332094,43.307088,0,129.647970028,398.17586576,24,5,11.895,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,309.6, 3.9, -2.7,0,0,1024,1024,1024,1569,0,0,0,83,321.9,-90,0,90,3.961,3.967,3.958,0,0,0,7.336,82.76,559.81626332094,35.104988,6,P-GPS,
164900,2025-03-04 13:47:13,51.2584249294311,-0.0464098141707395,35.104988,,,559.81626332094,43.307088,0,129.63583092,398.19226996,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,314, 4.5, -2.8,0,0,1024,1024,1024,1568,0,0,0,82,326.1,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,559.81626332094,35.104988,6,P-GPS,
165000,2025-03-04 13:47:13,51.2584250994989,-0.0464098248482941,35.104988,,,559.81626332094,43.307088,0,129.603678688,398.25460592,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,318.1, 4.7, -3,0,0,1024,1024,1024,1581,0,0,0,84,330.2,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,559.81626332094,35.104988,6,P-GPS,
165100,2025-03-04 13:47:13,51.2584251424955,-0.0464098056834454,35.104988,,,559.81626332094,43.307088,0,129.591211496,398.27101012,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,322.1, 4.5, -2.5,0,0,1024,1024,1024,1581,0,0,0,84,334.3,-89.9,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,559.81626332094,35.104988,6,P-GPS,
165200,2025-03-04 13:47:13,51.2584251073117,-0.0464098865043439,35.104988,,,559.81626332094,43.307088,0,129.613849292,398.293976,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,326.3, 4.2, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,338.4,-89.9,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,559.81626332094,35.104988,6,P-GPS,
165300,2025-03-04 13:47:13,51.2584251324038,-0.0464098765386187,35.104988,,,559.81626332094,43.307088,0,129.606631444,398.30381852,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,329.2, 4.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,341.3,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,559.81626332094,35.104988,6,P-GPS,
165400,2025-03-04 13:47:13,51.2584251077744,-0.0464098354710764,35.104988,,,559.81626332094,43.307088,0,129.604006772,398.31694188,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,331.7, 4.4, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,342.5,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,559.81626332094,35.104988,6,P-GPS,
165500,2025-03-04 13:47:14,51.2584251320012,-0.0464097970318592,35.104988,,,559.81626332094,43.635172,0,129.591867664,398.33006524,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333, 4.2, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,559.81626332094,35.104988,6,P-GPS,
165600,2025-03-04 13:47:14,51.2584250230746,-0.0464097484079055,35.433072,,,560.14434732094,43.635172,0,129.604334856,398.36943532,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4.1, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,560.14434732094,35.433072,6,P-GPS,
165700,2025-03-04 13:47:14,51.2584250358733,-0.0464097129803166,35.433072,,,560.14434732094,43.635172,0,129.595148504,398.37927784,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 4.3, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,560.14434732094,35.433072,6,P-GPS,
165800,2025-03-04 13:47:14,51.258424982151,-0.0464095165680126,35.433072,,,560.14434732094,43.635172,0,129.5685737,398.42849044,24,5,11.893,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 4.3, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.962,3.967,3.959,0,0,0,7.295,82.76,560.14434732094,35.433072,6,P-GPS,
165900,2025-03-04 13:47:14,51.2584249874967,-0.0464094621946032,35.433072,,,560.14434732094,43.635172,0,129.557418844,398.4416138,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 4.1, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166000,2025-03-04 13:47:14,51.2584249665766,-0.0464094183892319,35.433072,,,560.14434732094,43.635172,0,129.553153752,398.45473716,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 4, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-89.9,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166100,2025-03-04 13:47:14,51.2584249718109,-0.0464093458913519,35.433072,,,560.14434732094,43.635172,0,129.538389972,398.47114136,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166200,2025-03-04 13:47:14,51.2584249785273,-0.0464092709294249,35.433072,,,560.14434732094,43.635172,0,129.52264194,398.48754556,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166300,2025-03-04 13:47:14,51.2584249669364,-0.0464092091091082,35.433072,,,560.14434732094,43.635172,0,129.513455588,398.50066892,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166400,2025-03-04 13:47:14,51.2584249687954,-0.0464091657417968,35.433072,,,560.14434732094,43.635172,0,129.504925404,398.51051144,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4.1, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166500,2025-03-04 13:47:15,51.2584249783902,-0.0464090918749984,35.433072,,,560.14434732094,43.635172,0,129.488849288,398.53019648,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.4, 4.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166600,2025-03-04 13:47:15,51.2584249743039,-0.0464089198841807,35.433072,,,560.14434732094,43.635172,0,129.45702514,398.56956656,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166700,2025-03-04 13:47:15,51.2584249802235,-0.0464088255931262,35.433072,,,560.14434732094,43.635172,0,129.437996268,398.5892516,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4.2, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-89.9,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166800,2025-03-04 13:47:15,51.2584249633641,-0.0464086607754355,35.433072,,,560.14434732094,43.635172,0,129.410109128,398.62862168,24,5,11.89,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-89.9,0,90,3.966,3.97,3.962,0,0,0,7.28,82.76,560.14434732094,35.433072,6,P-GPS,
166900,2025-03-04 13:47:15,51.2584249570161,-0.0464085446364598,35.433072,,,560.14434732094,43.635172,0,129.389111752,398.6548684,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.8, -1.5,1,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167000,2025-03-04 13:47:15,51.2584249281203,-0.0464084044592964,35.433072,,,560.14434732094,43.635172,0,129.36844246,398.6876768,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167100,2025-03-04 13:47:15,51.258424915887,-0.0464082931936738,35.433072,,,560.14434732094,43.635172,0,129.349741672,398.71392352,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 3.5, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167200,2025-03-04 13:47:15,51.258425062002,-0.0464082157129406,35.433072,,,560.14434732094,43.635172,0,129.305450332,398.7696978,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 3.7, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167300,2025-03-04 13:47:15,51.2584250683329,-0.0464081163842769,35.433072,,,560.14434732094,43.635172,0,129.285437208,398.79266368,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167400,2025-03-04 13:47:15,51.2584249141051,-0.0464079096777137,35.433072,,,560.14434732094,43.635172,0,129.277235108,398.868123,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 3.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167500,2025-03-04 13:47:16,51.2584248947185,-0.046407807775488,35.433072,,,560.14434732094,43.635172,0,129.26181516,398.89108888,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.2, 3.5, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167600,2025-03-04 13:47:16,51.2584250518247,-0.0464076000285458,35.433072,,,560.14434732094,43.635172,0,129.190620932,398.9665482,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.4, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167700,2025-03-04 13:47:16,51.2584250516362,-0.0464074897485346,35.433072,,,560.14434732094,43.635172,0,129.169623556,398.98951408,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.4, 3.6, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167800,2025-03-04 13:47:16,51.2584250432236,-0.0464072731857611,35.433072,,,560.14434732094,43.635172,0,129.130253476,399.04200752,24,5,11.891,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.4, 3.6, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.964,3.97,3.962,0,0,0,7.235,82.76,560.14434732094,35.433072,6,P-GPS,
167900,2025-03-04 13:47:16,51.2584250413903,-0.0464071524472283,35.433072,,,560.14434732094,43.635172,0,129.107943764,399.06825424,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.5, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168000,2025-03-04 13:47:16,51.2584250509423,-0.0464070976357731,35.433072,,,560.14434732094,43.635172,0,129.095476572,399.0813776,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.6, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168100,2025-03-04 13:47:16,51.2584250438918,-0.0464070007164077,35.433072,,,560.14434732094,43.635172,0,129.078416204,399.10434348,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.7, -1,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168200,2025-03-04 13:47:16,51.258425028129,-0.0464068118605338,35.433072,,,560.14434732094,43.635172,0,129.045935888,399.1469944,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.4, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168300,2025-03-04 13:47:16,51.2584250085367,-0.0464067244688446,35.433072,,,560.14434732094,43.635172,0,129.033468696,399.16667944,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.3, 3.4, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168400,2025-03-04 13:47:16,51.2584249910176,-0.0464064075917961,35.433072,,,560.14434732094,43.635172,0,128.976710164,399.24213876,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.4, 3.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168500,2025-03-04 13:47:17,51.2584249636039,-0.0464063245258742,35.433072,,,560.14434732094,43.635172,0,128.96653956,399.2618238,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.4, 3.3, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168600,2025-03-04 13:47:17,51.2584249742696,-0.0464061266351282,35.433072,,,560.14434732094,43.635172,0,128.926841396,399.30775556,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.7, 3.3, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168700,2025-03-04 13:47:17,51.2584249569733,-0.0464060053490081,35.433072,,,560.14434732094,43.635172,0,128.90748444,399.33728312,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.9, 3.3, 0,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-90,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168800,2025-03-04 13:47:17,51.2584248500769,-0.0464058875125651,35.433072,,,560.14434732094,43.635172,0,128.906828272,399.38321488,24,5,11.889,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.9, 3.1, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-89.9,0,90,3.959,3.966,3.958,0,0,0,7.354,82.94,560.14434732094,35.433072,6,P-GPS,
168900,2025-03-04 13:47:17,51.2584248244451,-0.0464057318939995,35.433072,,,560.14434732094,43.635172,0,128.882550056,399.41930412,24,5,11.913,562.11285132094,37.401576,11.1847,129.915686572,0,0,0,333.9, 2.8, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,342.8,-89.9,0,90,3.97,3.975,3.968,0,0,0,7.136,82.94,560.14434732094,35.433072,6,P-GPS,
